Time_s,Voltage_V,Current_mA,Power_mW
12.18,3.72,-76.60,286.00
12.21,3.72,-94.00,350.00
12.27,3.70,-95.00,354.00
12.27,3.70,56.50,210.00
12.27,3.72,-75.80,282.00
12.30,3.72,-94.10,350.00
12.36,3.72,-92.80,350.00
12.36,3.72,-75.10,278.00
12.36,3.72,-76.70,66.00
12.39,3.73,-93.30,350.00
12.45,3.73,-93.60,350.00
12.45,3.72,-73.80,278.00
12.48,3.69,-78.80,294.00
12.54,3.69,55.70,206.00
12.54,3.73,-93.60,350.00
12.54,3.72,-75.10,278.00
12.57,3.73,-95.10,354.00
12.60,3.70,-89.70,334.00
12.63,3.69,-73.80,10.00
12.63,3.72,-93.10,348.00
12.66,3.72,-94.20,354.00
12.69,3.72,-96.00,360.00
12.78,3.69,-37.90,354.00
12.78,3.69,52.70,160.00
12.78,3.72,-74.10,278.00
12.78,3.72,-76.00,286.00
12.81,3.72,-95.90,358.00
12.84,3.71,-93.60,350.00
12.90,3.68,-74.80,278.00
12.90,3.72,-95.10,354.00
12.90,3.72,-75.40,282.00
12.93,3.72,-94.00,350.00
13.02,3.70,-78.70,350.00
13.02,3.69,47.90,46.00
13.02,3.72,-76.40,288.00
13.02,3.72,-73.80,278.00
13.05,3.73,-93.10,350.00
13.08,3.69,-95.00,354.00
13.11,3.69,-68.50,252.00
13.11,3.73,-96.20,360.00
13.17,3.72,-94.10,350.00
13.17,3.72,-75.60,282.00
13.20,3.70,-16.10,58.00
13.26,3.69,48.70,180.00
13.26,3.72,-94.20,350.00
13.26,3.72,-73.60,278.00
13.32,3.72,-94.20,354.00
13.32,3.72,-76.30,288.00
13.32,3.72,-74.30,138.00
13.35,3.72,-93.70,350.00
13.38,3.73,-92.80,350.00
13.44,3.72,-95.60,358.00
13.44,3.70,-77.30,288.00
13.44,3.72,-72.90,268.00
13.47,3.73,-94.80,354.00
13.50,3.73,-95.00,354.00
13.53,3.73,-94.70,354.00
13.59,3.70,-81.40,350.00
13.59,3.69,57.80,32.00
13.59,3.72,-74.90,278.00
13.65,3.72,-95.70,360.00
13.65,3.72,-74.00,278.00
13.68,3.70,-87.30,324.00
13.71,3.68,57.40,148.00
13.71,3.73,-95.50,358.00
13.74,3.73,-95.70,358.00
13.77,3.72,-93.80,350.00
13.80,3.71,-92.60,344.00
13.80,3.69,-75.00,278.00
13.83,3.73,-94.90,354.00
13.86,3.72,-94.50,354.00
13.89,3.72,-93.00,348.00
13.92,3.69,-54.70,358.00
13.95,3.69,22.40,124.00
13.98,3.73,-93.60,350.00
13.98,3.72,-93.70,354.00
14.01,3.72,-93.00,354.00
14.04,3.69,-96.00,358.00
14.07,3.69,-75.40,278.00
14.07,3.73,-94.10,350.00
14.10,3.73,-95.10,354.00
14.13,3.73,-94.90,354.00
14.16,3.70,-85.70,322.00
14.22,3.67,37.60,30.00
14.22,3.72,-93.20,350.00
14.22,3.72,-74.70,278.00
14.28,3.73,-95.70,358.00
14.28,3.71,-74.80,278.00
14.28,3.72,-74.80,206.00
14.31,3.72,-93.20,354.00
14.34,3.73,-95.90,358.00
14.37,3.72,-96.00,358.00
14.46,3.70,-95.30,358.00
14.46,3.69,45.50,170.00
14.49,3.72,-76.40,286.00
14.49,3.72,-75.80,282.00
14.49,3.72,-94.40,354.00
14.58,3.70,14.00,134.00
14.58,3.69,56.60,102.00
14.58,3.72,-77.00,288.00
14.58,3.72,-74.50,278.00
14.61,3.72,-93.90,354.00
14.70,3.70,-95.70,358.00
14.70,3.68,26.00,96.00
14.70,3.72,-76.70,286.00
14.70,3.72,-74.90,278.00
14.76,3.73,-94.70,354.00
14.76,3.70,-76.10,286.00
14.76,3.72,-74.10,276.00
14.79,3.72,-94.50,354.00
14.82,3.72,-93.10,348.00
14.85,3.72,-94.60,354.00
14.91,3.69,-31.30,354.00
14.91,3.69,-3.50,190.00
14.91,3.72,-75.00,282.00
14.94,3.72,-93.20,354.00
14.97,3.73,-95.70,358.00
15.00,3.70,-94.30,350.00
15.09,3.69,-73.20,272.00
15.09,3.73,-95.00,354.00
15.09,3.72,-76.80,286.00
15.09,3.72,-76.00,282.00
15.12,3.69,10.80,210.00
15.18,3.69,-19.30,62.00
15.18,3.72,-94.40,350.00
15.18,3.72,-77.10,288.00
15.21,3.72,-93.50,350.00
15.24,3.69,-94.80,354.00
15.27,3.69,57.80,258.00
15.27,3.72,-95.80,358.00
15.33,3.73,-96.00,358.00
15.33,3.72,-75.30,282.00
15.36,3.70,-84.60,314.00
15.39,3.68,-19.70,72.00
15.39,3.73,-95.20,354.00
15.42,3.72,-94.40,354.00
15.45,3.73,-92.70,348.00
15.48,3.69,-41.50,354.00
15.51,3.69,54.90,168.00
15.51,3.73,-93.50,350.00
15.54,3.73,-93.70,350.00
15.63,3.72,-93.20,350.00
15.63,3.70,-76.90,286.00
15.63,3.72,-75.20,278.00
15.63,3.72,-75.70,282.00
15.66,3.73,-94.70,354.00
15.69,3.73,-95.60,358.00
15.72,3.70,-79.80,354.00
15.75,3.67,56.30,42.00
15.75,3.73,-92.80,350.00
15.81,3.72,-94.00,350.00
15.81,3.72,-76.60,288.00
15.84,3.70,-94.50,354.00
15.84,3.68,56.60,10.00
15.90,3.73,-93.10,354.00
15.90,3.72,-75.50,282.00
15.93,3.73,-96.00,358.00
16.02,3.70,-92.20,344.00
16.02,3.73,58.00,212.00
16.02,3.72,-77.20,288.00
16.05,3.72,-76.10,286.00
16.05,3.72,-94.50,354.00
16.11,3.70,3.90,360.00
16.11,3.69,-30.30,134.00
16.11,3.72,-76.70,288.00
16.14,3.72,-93.90,350.00
16.17,3.72,-94.00,354.00
16.23,3.69,-95.90,358.00
16.23,3.69,-73.50,272.00
16.23,3.72,-76.90,286.00
16.26,3.73,-94.50,354.00
16.32,3.72,-94.70,354.00
16.32,3.70,-75.90,282.00
16.32,3.72,-74.20,276.00
16.35,3.72,-94.70,354.00
16.38,3.73,-93.20,350.00
16.44,3.72,-93.60,350.00
16.44,3.71,-76.50,288.00
16.44,3.72,-75.10,216.00
16.59,3.72,-93.70,354.00
16.59,3.72,-74.00,282.00
16.59,3.72,-75.40,282.00
16.59,3.70,-76.90,286.00
16.63,3.72,-34.90,128.00
16.64,3.72,-75.00,278.00
16.64,3.73,-95.80,358.00
16.65,3.72,-94.90,354.00
16.68,3.70,-57.80,350.00
16.68,3.69,56.60,104.00
16.74,3.72,-93.80,350.00
16.74,3.72,-76.80,288.00
16.77,3.72,-94.00,354.00
16.80,3.69,-94.50,354.00
16.80,3.68,58.00,210.00
16.83,3.73,-94.80,354.00
16.86,3.72,-96.10,358.00
16.92,3.72,-94.90,354.00
16.92,3.70,-76.00,282.00
16.92,3.72,-75.70,282.00
16.95,3.73,-94.80,354.00
17.01,3.72,-94.20,350.00
17.01,3.72,-93.30,354.00
17.04,3.70,35.80,358.00
17.04,3.68,55.00,98.00
17.07,3.72,-94.00,354.00
17.13,3.73,-93.90,354.00
17.13,3.72,-73.80,282.00
17.16,3.70,-94.20,350.00
17.16,3.71,56.40,210.00
17.19,3.72,-94.90,354.00
17.22,3.73,-94.40,354.00
17.31,3.73,-95.90,358.00
17.31,3.70,-75.80,282.00
17.31,3.72,-75.70,282.00
17.31,3.72,-75.10,282.00
17.34,3.72,-93.60,350.00
17.37,3.73,-95.10,358.00
17.40,3.70,-3.60,350.00
17.40,3.69,56.90,258.00
17.58,3.73,-92.80,350.00
17.58,3.72,-75.40,282.00
17.58,3.72,-76.90,286.00
17.58,3.70,-75.80,282.00
17.58,3.72,-50.10,186.00
17.61,3.72,-76.90,286.00
17.61,3.72,-76.00,282.00
17.61,3.73,-94.40,354.00
17.64,3.70,28.60,58.00
17.64,3.69,48.40,160.00
17.67,3.73,-95.20,358.00
17.70,3.72,-94.30,354.00
17.76,3.72,-94.00,350.00
17.76,3.70,-55.40,278.00
17.76,3.72,-73.20,272.00
17.82,3.72,-95.80,358.00
17.82,3.72,-76.80,286.00
17.88,3.73,-94.00,350.00
17.88,3.70,-76.10,286.00
17.88,3.72,-74.40,278.00
17.91,3.72,-94.70,354.00
17.94,3.72,-93.90,354.00
17.97,3.72,-93.20,350.00
18.00,3.69,-13.90,354.00
18.00,3.68,55.90,236.00
18.03,3.73,-93.60,350.00
18.06,3.72,-92.80,354.00
18.09,3.72,-94.30,354.00
18.15,3.70,-91.00,340.00
18.15,3.70,51.90,194.00
18.15,3.72,-75.40,282.00
18.18,3.73,-95.90,358.00
18.24,3.73,-94.80,354.00
18.24,3.72,-76.00,282.00
18.24,3.72,-73.40,0.00
18.30,3.73,-93.00,350.00
18.30,3.72,-75.70,286.00
18.33,3.72,-95.10,358.00
18.39,3.69,-94.70,354.00
18.39,3.69,57.70,150.00
18.39,3.72,-75.30,282.00
18.42,3.72,-96.10,358.00
18.45,3.73,-95.40,358.00
18.48,3.70,-84.60,314.00
18.48,3.69,-75.70,282.00
18.51,3.73,-95.10,354.00
18.54,3.73,-94.80,354.00
18.60,3.72,-94.00,350.00
18.60,3.71,-74.10,278.00
18.60,3.72,-73.70,0.00
18.63,3.72,-94.90,354.00
18.69,3.72,-93.50,350.00
18.69,3.72,-74.50,278.00
18.75,3.69,-94.60,354.00
18.75,3.69,-74.30,276.00
18.75,3.72,-77.30,288.00
18.78,3.73,-93.90,350.00
18.81,3.73,-95.30,358.00
18.84,3.70,-57.30,354.00
18.87,3.68,14.40,52.00
18.87,3.72,-94.10,350.00
18.90,3.73,-92.60,348.00
18.93,3.72,-94.60,354.00
18.99,3.69,0.50,354.00
18.99,3.69,58.90,16.00
18.99,3.72,-74.80,282.00
19.02,3.72,-94.10,350.00
19.05,3.72,-95.70,358.00
19.11,3.70,-87.50,328.00
19.11,3.68,29.70,112.00
19.11,3.72,-75.60,282.00
19.14,3.72,-95.00,354.00
19.23,3.73,-94.60,354.00
19.23,3.71,-74.70,286.00
19.23,3.72,-72.20,0.00
19.23,3.72,-74.90,282.00
19.26,3.72,-95.50,360.00
19.29,3.73,-93.80,350.00
19.32,3.69,-96.10,358.00
19.35,3.68,38.80,144.00
19.35,3.72,-95.70,358.00
19.38,3.72,-96.00,358.00
19.41,3.73,-93.90,350.00
19.44,3.70,-71.60,268.00
19.47,3.73,59.30,220.00
