Time_s,Voltage_V,Current_mA,Power_mW
14.73,4.04,125.90,508.00
14.73,4.06,53.30,216.00
14.76,4.06,51.50,210.00
14.79,4.06,52.60,212.00
14.82,4.07,54.60,220.00
14.85,4.04,127.40,514.00
14.85,4.06,53.60,220.00
14.88,4.06,51.60,210.00
14.91,4.06,53.20,216.00
14.94,4.06,52.50,212.00
14.97,4.04,128.50,494.00
14.97,4.06,53.60,216.00
15.00,4.06,52.60,216.00
15.03,4.06,54.20,216.00
15.06,4.06,51.60,210.00
15.09,4.04,128.80,518.00
15.09,4.06,52.70,212.00
15.12,4.06,53.10,212.00
15.15,4.06,53.40,212.00
15.18,4.06,53.40,220.00
15.21,4.04,132.40,514.00
15.21,4.06,51.40,210.00
15.24,4.06,53.30,216.00
15.27,4.06,52.90,216.00
15.33,4.06,53.10,212.00
15.33,4.04,127.20,502.00
15.33,4.07,53.50,220.00
15.36,4.06,53.40,216.00
15.39,4.06,51.60,210.00
15.42,4.06,53.30,216.00
15.45,4.04,127.60,514.00
15.45,4.06,53.70,216.00
15.48,4.06,52.20,210.00
15.51,4.06,54.00,216.00
15.54,4.06,53.60,216.00
15.57,4.04,127.10,512.00
15.57,4.06,52.80,212.00
15.60,4.06,52.60,212.00
15.63,4.06,54.00,220.00
15.66,4.06,51.80,206.00
15.72,4.04,131.60,518.00
15.72,4.06,53.00,216.00
15.72,4.06,51.90,210.00
15.75,4.06,52.10,210.00
15.78,4.06,52.70,212.00
15.81,4.04,128.50,492.00
15.81,4.07,51.40,206.00
15.84,4.06,53.70,216.00
15.87,4.06,53.10,216.00
15.90,4.06,52.30,212.00
15.96,4.04,126.50,508.00
15.96,4.06,52.90,216.00
15.96,4.06,54.60,220.00
15.99,4.06,51.20,210.00
16.05,4.06,53.60,216.00
16.05,4.04,127.30,514.00
16.05,4.06,53.10,216.00
16.08,4.06,51.90,210.00
16.11,4.06,52.80,212.00
16.14,4.06,54.90,220.00
16.17,4.04,128.20,512.00
16.17,4.06,53.60,216.00
16.20,4.06,52.00,210.00
16.23,4.06,53.50,216.00
16.26,4.06,51.90,210.00
16.32,4.04,128.20,494.00
16.32,4.06,54.40,220.00
16.32,4.07,52.10,212.00
16.35,4.06,53.70,216.00
16.41,4.06,51.50,210.00
16.41,4.04,128.20,518.00
16.41,4.06,52.30,212.00
16.44,4.06,53.30,212.00
16.47,4.06,53.70,216.00
16.53,4.07,52.50,216.00
16.53,4.04,132.20,518.00
16.53,4.06,51.80,210.00
16.56,4.06,53.20,216.00
16.59,4.06,52.60,212.00
16.62,4.06,53.00,212.00
16.65,4.04,127.70,512.00
