Time_s,Voltage_V,Current_mA,Power_mW,Fan_State
16.98,3.70,-58.90,216.00,100%
17.01,3.67,28.90,86.00,100%
17.01,3.66,33.70,186.00,100%
17.04,3.69,-48.10,210.00,100%
17.07,3.69,-58.10,190.00,100%
17.10,3.69,-57.60,212.00,100%
17.13,3.67,22.70,82.00,100%
17.13,3.65,2.90,10.00,100%
17.16,3.69,-51.90,190.00,100%
17.19,3.69,-58.80,216.00,100%
17.22,3.69,-50.60,186.00,100%
17.25,3.67,17.90,86.00,100%
17.25,3.65,80.80,98.00,100%
17.28,3.69,-59.30,204.00,100%
17.31,3.69,-47.00,206.00,100%
17.34,3.69,-57.70,196.00,100%
17.37,3.67,17.70,66.00,100%
17.40,3.66,-51.40,190.00,100%
17.40,3.69,-56.80,210.00,100%
17.43,3.69,-51.50,190.00,100%
17.46,3.70,-57.40,212.00,100%
17.49,3.67,26.70,104.00,100%
17.49,3.66,73.70,196.00,100%
17.52,3.69,-51.50,194.00,100%
17.55,3.69,-57.50,212.00,100%
17.58,3.69,-49.20,194.00,100%
17.61,3.67,17.30,62.00,100%
17.61,3.68,76.30,282.00,100%
17.64,3.69,-55.70,206.00,100%
17.67,3.69,-55.30,204.00,100%
17.70,3.69,-54.90,204.00,100%
17.73,3.67,21.00,72.00,100%
17.73,3.66,73.70,158.00,100%
17.76,3.69,-57.40,226.00,100%
17.79,3.69,-51.40,176.00,100%
17.82,3.69,-55.40,216.00,100%
17.85,3.67,24.10,88.00,100%
17.85,3.65,36.30,134.00,100%
17.88,3.69,-50.50,186.00,100%
17.91,3.69,-59.10,220.00,100%
17.94,3.69,-52.30,194.00,100%
17.97,3.67,18.90,98.00,100%
17.97,3.65,78.90,16.00,100%
18.00,3.69,-56.90,190.00,100%
18.06,3.69,-53.70,216.00,100%
18.06,3.69,-53.60,176.00,100%
18.09,3.67,15.50,56.00,100%
18.09,3.65,-33.50,124.00,100%
18.12,3.69,-58.80,216.00,100%
18.15,3.69,-50.00,184.00,100%
18.18,3.69,-58.60,216.00,100%
18.21,3.65,25.10,92.00,100%
18.21,3.65,74.60,170.00,100%
18.24,3.69,-52.60,220.00,100%
18.27,3.69,-56.60,186.00,100%
18.30,3.69,-53.50,216.00,100%
18.33,3.67,26.60,98.00,100%
18.33,3.69,70.30,258.00,100%
18.36,3.69,-49.30,184.00,100%
18.39,3.69,-59.10,220.00,100%
18.42,3.69,-50.50,186.00,100%
18.45,3.67,27.00,98.00,100%
18.45,3.65,72.30,266.00,100%
18.48,3.69,-49.10,194.00,100%
18.51,3.69,-58.40,210.00,100%
18.54,3.69,-50.60,204.00,100%
18.57,3.67,17.10,78.00,100%
18.57,3.66,79.60,190.00,100%
18.60,3.69,-54.00,200.00,100%
18.63,3.69,-58.10,216.00,100%
18.66,3.69,-50.60,186.00,100%
18.69,3.67,18.90,68.00,100%
18.69,3.66,-47.40,174.00,100%
18.72,3.69,-57.70,212.00,100%
18.75,3.69,-49.80,194.00,100%
18.78,3.69,-60.00,212.00,100%
18.81,3.67,27.00,78.00,100%
18.81,3.66,2.30,186.00,100%
18.84,3.69,-55.80,206.00,100%
18.87,3.69,-54.40,200.00,100%
18.90,3.69,-56.30,210.00,100%
18.93,3.67,25.10,92.00,100%
18.93,3.65,-28.60,104.00,100%
18.96,3.69,-49.90,184.00,100%
18.99,3.69,-56.20,212.00,100%
19.02,3.69,-52.10,196.00,100%
19.05,3.67,17.40,68.00,100%
19.05,3.66,-48.60,180.00,100%
19.08,3.69,-56.20,206.00,100%
19.11,3.69,-55.40,204.00,100%
19.14,3.69,-55.00,204.00,100%
19.17,3.67,22.00,82.00,100%
19.20,3.67,-45.50,168.00,100%
19.20,3.69,-59.10,220.00,100%
19.23,3.69,-47.80,176.00,100%
19.26,3.69,-57.10,190.00,100%
19.29,3.67,25.70,68.00,100%
19.29,3.69,-54.80,174.00,100%
19.32,3.69,-48.90,212.00,100%
19.35,3.69,-50.20,186.00,100%
19.38,3.69,-59.30,220.00,100%
19.41,3.67,25.50,96.00,100%
19.41,3.70,-54.40,200.00,100%
19.44,3.69,-51.10,190.00,100%
19.47,3.69,-58.50,216.00,100%
19.53,3.69,-48.30,196.00,100%
19.53,3.67,16.90,40.00,100%
19.53,3.69,-44.30,194.00,100%
19.56,3.69,-58.20,196.00,100%
19.59,3.69,-47.10,206.00,100%
19.62,3.69,-54.50,200.00,100%
19.65,3.67,18.30,66.00,100%
19.65,3.65,-47.40,174.00,100%
19.68,3.69,-58.00,212.00,100%
19.71,3.69,-51.30,190.00,100%
19.74,3.69,-56.80,216.00,100%
19.77,3.67,26.20,134.00,100%
19.77,3.69,-55.80,210.00,100%
19.80,3.69,-50.40,186.00,100%
19.83,3.69,-56.40,210.00,100%
19.86,3.69,-53.10,196.00,100%
19.89,3.67,17.00,62.00,100%
19.89,3.66,-48.90,180.00,100%
19.92,3.69,-57.20,210.00,100%
19.95,3.69,-53.90,200.00,100%
19.98,3.69,-55.00,204.00,100%
20.01,3.67,21.40,132.00,100%
20.01,3.68,-51.30,176.00,100%
20.04,3.69,-54.40,216.00,100%
20.07,3.69,-52.60,180.00,100%
20.10,3.69,-59.20,220.00,100%
20.13,3.67,25.70,96.00,100%
20.13,3.69,-55.10,204.00,100%
20.16,3.69,-49.60,184.00,100%
20.19,3.69,-59.10,220.00,100%
20.22,3.69,-49.40,184.00,100%
20.25,3.67,18.40,160.00,100%
20.25,3.69,-45.30,200.00,100%
20.28,3.69,-58.80,186.00,100%
20.31,3.69,-49.50,212.00,100%
20.34,3.69,-50.10,184.00,100%
20.37,3.67,15.80,58.00,100%
20.37,3.66,-46.60,174.00,100%
20.40,3.69,-58.20,216.00,100%
20.43,3.69,-51.20,190.00,100%
20.46,3.69,-58.20,216.00,100%
20.49,3.67,25.20,184.00,100%
20.49,3.69,-53.80,194.00,100%
20.52,3.69,-52.00,196.00,100%
20.55,3.69,-57.70,210.00,100%
20.58,3.69,-48.90,196.00,100%
20.61,3.67,16.90,62.00,100%
20.61,3.66,-51.50,190.00,100%
20.64,3.69,-54.70,204.00,100%
20.67,3.69,-55.60,206.00,100%
20.70,3.69,-54.60,204.00,100%
20.73,3.67,20.40,176.00,100%
20.73,3.67,-47.30,160.00,100%
20.76,3.69,-57.50,226.00,100%
20.79,3.69,-51.00,176.00,100%
20.82,3.69,-55.70,216.00,100%
20.85,3.67,22.60,82.00,100%
20.85,3.69,-56.40,210.00,100%
20.88,3.69,-50.20,186.00,100%
20.91,3.69,-59.70,220.00,100%
20.97,3.69,-52.00,194.00,100%
20.97,3.67,17.30,230.00,100%
20.97,3.70,-46.80,196.00,100%
21.00,3.69,-58.20,196.00,100%
21.03,3.69,-52.70,216.00,100%
21.06,3.69,-55.60,186.00,100%
21.09,3.67,12.80,46.00,100%
21.09,3.66,-47.30,174.00,100%
21.12,3.69,-58.90,216.00,100%
21.15,3.69,-50.90,186.00,100%
21.18,3.69,-59.40,220.00,100%
21.21,3.66,25.20,220.00,100%
21.21,3.69,-53.30,180.00,100%
21.24,3.69,-47.70,206.00,100%
21.27,3.69,-59.20,196.00,100%
21.30,3.69,-47.50,210.00,100%
21.33,3.67,18.60,66.00,100%
21.33,3.66,-54.20,200.00,100%
21.36,3.69,-52.80,194.00,100%
21.39,3.69,-56.90,210.00,100%
21.42,3.69,-51.60,190.00,100%
21.45,3.67,18.00,66.00,100%
21.45,3.69,-46.30,174.00,100%
21.48,3.69,-57.00,216.00,100%
21.51,3.69,-51.20,194.00,100%
21.54,3.69,-57.10,212.00,100%
21.57,3.67,26.10,68.00,100%
21.57,3.69,-54.20,200.00,100%
21.60,3.69,-53.10,196.00,100%
21.63,3.69,-57.00,210.00,100%
21.66,3.69,-53.50,196.00,100%
21.69,3.67,18.70,68.00,100%
21.69,3.69,-49.40,184.00,100%
21.72,3.69,-54.40,180.00,100%
21.75,3.69,-55.40,222.00,100%
21.78,3.69,-53.80,184.00,100%
21.81,3.67,21.20,40.00,100%
21.81,3.70,-43.80,160.00,100%
21.84,3.69,-60.40,222.00,100%
21.87,3.69,-47.90,176.00,100%
21.90,3.69,-59.90,222.00,100%
21.93,3.67,25.90,96.00,100%
21.93,3.70,-54.70,204.00,100%
21.96,3.69,-48.40,210.00,100%
21.99,3.69,-59.00,190.00,100%
22.02,3.69,-50.40,216.00,100%
22.05,3.67,18.10,68.00,100%
22.05,3.66,-54.60,204.00,100%
22.08,3.69,-52.70,194.00,100%
22.11,3.69,-58.80,216.00,100%
22.14,3.69,-50.90,186.00,100%
22.17,3.67,15.40,56.00,100%
22.17,3.69,-46.50,170.00,100%
22.20,3.69,-57.80,204.00,100%
22.23,3.69,-49.50,200.00,100%
22.29,3.69,-59.60,210.00,100%
22.29,3.67,25.80,56.00,100%
22.29,3.67,-53.10,184.00,100%
22.32,3.69,-56.70,210.00,100%
22.35,3.69,-54.00,200.00,100%
22.38,3.69,-56.30,210.00,100%
22.41,3.67,23.10,86.00,100%
22.41,3.69,-53.60,196.00,100%
22.44,3.69,-49.90,186.00,100%
22.47,3.69,-56.90,212.00,100%
22.50,3.69,-53.00,196.00,100%
22.53,3.67,18.10,50.00,100%
22.53,3.69,-44.40,176.00,100%
22.56,3.69,-57.00,210.00,100%
22.59,3.69,-55.10,204.00,100%
22.62,3.69,-54.70,204.00,100%
22.65,3.66,19.60,72.00,100%
22.65,3.66,-49.60,184.00,100%
22.68,3.69,-55.30,204.00,100%
22.71,3.69,-51.20,176.00,100%
22.74,3.69,-57.40,222.00,100%
22.77,3.67,24.40,76.00,100%
22.77,3.66,12.90,204.00,100%
22.80,3.69,-50.10,186.00,100%
22.83,3.69,-60.10,222.00,100%
22.86,3.69,-50.30,186.00,100%
22.89,3.67,16.90,62.00,100%
22.89,3.66,-47.80,176.00,100%
22.92,3.69,-57.20,212.00,100%
22.95,3.69,-51.10,212.00,100%
23.01,3.69,-56.80,190.00,100%
23.01,3.67,21.80,42.00,100%
23.01,3.66,-52.30,170.00,100%
23.04,3.69,-52.40,216.00,100%
23.07,3.69,-51.80,190.00,100%
23.10,3.69,-59.30,220.00,100%
23.13,3.67,26.90,98.00,100%
23.13,3.66,-55.50,206.00,100%
23.16,3.69,-48.20,176.00,100%
23.19,3.69,-57.90,194.00,100%
23.22,3.69,-48.20,210.00,100%
23.25,3.67,15.40,58.00,100%
23.25,3.69,-45.00,196.00,100%
23.28,3.69,-57.00,186.00,100%
23.31,3.69,-58.90,216.00,100%
23.34,3.69,-51.20,190.00,100%
23.37,3.67,17.70,66.00,100%
23.37,3.66,-48.60,180.00,100%
23.40,3.69,-58.60,216.00,100%
23.43,3.69,-50.80,186.00,100%
23.46,3.69,-57.10,210.00,100%
23.49,3.67,24.00,46.00,100%
23.49,3.66,10.60,186.00,100%
23.52,3.69,-49.10,196.00,100%
23.58,3.69,-55.70,206.00,100%
23.58,3.69,-56.40,210.00,100%
23.61,3.67,22.20,82.00,100%
23.61,3.66,-52.80,196.00,100%
23.64,3.69,-52.70,194.00,100%
23.67,3.69,-56.40,210.00,100%
23.70,3.69,-50.00,176.00,100%
23.73,3.67,18.30,16.00,100%
23.73,3.67,-45.90,170.00,100%
23.76,3.69,-56.60,216.00,100%
23.79,3.69,-50.60,186.00,100%
23.82,3.69,-59.50,220.00,100%
23.85,3.67,23.80,88.00,100%
23.85,3.66,-53.60,196.00,100%
23.88,3.69,-52.00,194.00,100%
23.91,3.69,-57.10,210.00,100%
23.94,3.68,-50.80,212.00,100%
23.97,3.67,18.00,42.00,100%
23.97,3.70,-49.60,206.00,100%
24.00,3.69,-56.00,184.00,100%
24.03,3.69,-52.00,216.00,100%
24.06,3.69,-51.60,190.00,100%
24.09,3.67,16.30,58.00,100%
24.09,3.66,-45.40,168.00,100%
24.12,3.69,-59.50,220.00,100%
24.15,3.69,-50.40,186.00,100%
24.18,3.69,-58.10,204.00,100%
24.21,3.67,25.50,40.00,100%
24.21,3.66,15.20,194.00,100%
24.24,3.69,-47.90,204.00,100%
24.27,3.69,-57.10,200.00,100%
24.30,3.69,-56.20,206.00,100%
24.33,3.67,20.70,76.00,100%
24.33,3.66,-50.80,186.00,100%
24.36,3.69,-54.40,200.00,100%
24.39,3.69,-56.30,210.00,100%
24.42,3.69,-52.10,194.00,100%
24.45,3.67,20.60,40.00,100%
24.45,3.66,-49.10,174.00,100%
24.48,3.69,-56.10,216.00,100%
24.51,3.69,-50.20,184.00,100%
24.54,3.69,-58.90,216.00,100%
24.57,3.67,23.90,88.00,100%
24.57,3.68,-54.40,200.00,100%
24.60,3.69,-51.40,190.00,100%
24.63,3.69,-58.90,216.00,100%
24.66,3.69,-50.30,186.00,100%
24.69,3.67,18.60,86.00,100%
24.69,3.69,-47.10,204.00,100%
24.72,3.69,-58.00,194.00,100%
24.75,3.68,-50.40,216.00,100%
24.78,3.69,-50.00,184.00,100%
24.81,3.67,15.70,58.00,100%
24.81,3.66,-47.90,176.00,100%
24.84,3.69,-58.70,216.00,100%
24.87,3.69,-50.70,186.00,100%
24.90,3.69,-58.80,216.00,100%
24.93,3.67,26.90,92.00,100%
24.93,3.70,-53.70,186.00,100%
24.96,3.69,-51.20,204.00,100%
24.99,3.69,-58.40,204.00,100%
25.02,3.69,-48.10,200.00,100%
25.05,3.67,18.80,68.00,100%
25.05,3.66,-52.70,194.00,100%
25.08,3.69,-53.50,196.00,100%
25.11,3.69,-56.70,210.00,100%
25.14,3.69,-52.90,196.00,100%
25.17,3.67,20.20,88.00,100%
25.17,3.69,-45.30,164.00,100%
25.20,3.69,-58.50,222.00,100%
25.23,3.69,-49.70,180.00,100%
25.26,3.69,-55.90,216.00,100%
25.29,3.67,24.10,88.00,100%
25.29,3.66,-55.50,206.00,100%
25.32,3.69,-50.60,186.00,100%
25.35,3.69,-59.20,220.00,100%
25.38,3.69,-52.00,194.00,100%
25.41,3.67,18.20,132.00,100%
25.41,3.67,-47.30,196.00,100%
25.44,3.69,-57.30,194.00,100%
25.47,3.69,-52.60,216.00,100%
25.50,3.69,-55.10,184.00,100%
25.53,3.67,16.50,58.00,100%
25.53,3.69,-46.90,174.00,100%
25.56,3.69,-58.20,216.00,100%
25.62,3.69,-50.80,186.00,100%
25.62,3.69,-58.90,216.00,100%
25.65,3.66,27.10,98.00,100%
25.65,3.70,-53.00,176.00,100%
25.68,3.69,-47.90,210.00,100%
25.72,3.69,-59.10,196.00,100%
25.75,3.69,-48.20,206.00,100%
25.77,3.67,21.10,88.00,100%
25.77,3.66,-54.50,200.00,100%
25.80,3.69,-52.10,194.00,100%
25.83,3.69,-57.40,212.00,100%
25.86,3.69,-50.90,186.00,100%
25.89,3.67,17.80,128.00,100%
25.89,3.69,-45.50,174.00,100%
25.92,3.69,-57.00,212.00,100%
25.95,3.69,-51.20,194.00,100%
25.98,3.69,-57.20,212.00,100%
26.03,3.67,29.20,88.00,100%
26.03,3.66,-54.00,200.00,100%
26.05,3.69,-52.40,194.00,100%
26.07,3.69,-58.00,212.00,100%
26.10,3.69,-52.50,194.00,100%
26.13,3.67,17.60,176.00,100%
26.13,3.69,-47.10,174.00,100%
26.16,3.69,-56.50,186.00,100%
26.19,3.69,-52.80,222.00,100%
26.22,3.69,-57.10,180.00,100%
26.25,3.67,27.90,62.00,100%
26.25,3.69,-46.90,174.00,100%
26.28,3.69,-59.70,220.00,100%
26.31,3.69,-50.50,186.00,100%
26.34,3.69,-59.20,220.00,100%
26.37,3.67,23.90,88.00,100%
26.37,3.70,-53.70,200.00,100%
26.40,3.69,-48.50,184.00,100%
26.43,3.69,-58.20,220.00,100%
26.46,3.69,-50.10,186.00,100%
26.49,3.67,20.90,52.00,100%
26.49,3.69,-45.70,168.00,100%
26.52,3.69,-60.30,222.00,100%
26.55,3.69,-50.10,184.00,100%
26.58,3.69,-59.00,220.00,100%
26.61,3.67,25.00,92.00,100%
26.61,3.64,-6.90,26.00,100%
26.64,3.69,-48.50,210.00,100%
26.67,3.69,-58.20,190.00,100%
26.70,3.69,-50.30,216.00,100%
26.73,3.67,19.70,72.00,100%
26.73,3.66,-42.50,196.00,100%
26.76,3.69,-52.20,194.00,100%
26.79,3.69,-58.70,216.00,100%
26.82,3.69,-50.30,186.00,100%
26.85,3.67,17.00,62.00,100%
26.85,3.66,-47.30,174.00,100%
26.88,3.69,-57.50,216.00,100%
26.91,3.69,-48.50,186.00,100%
26.94,3.69,-59.10,222.00,100%
26.97,3.67,28.40,72.00,100%
26.97,3.69,-52.80,196.00,100%
27.00,3.69,-51.70,190.00,100%
27.03,3.69,-59.50,220.00,100%
27.06,3.69,-51.10,190.00,100%
27.09,3.67,16.10,58.00,100%
27.09,3.66,-48.30,176.00,100%
27.12,3.69,-56.80,210.00,100%
27.15,3.69,-51.10,212.00,100%
27.18,3.69,-57.60,194.00,100%
27.21,3.67,25.30,42.00,100%
27.21,3.66,40.90,170.00,100%
27.24,3.69,-58.70,216.00,100%
27.27,3.69,-52.20,194.00,100%
27.30,3.69,-58.50,216.00,100%
27.33,3.67,24.20,88.00,100%
27.33,3.66,-54.80,204.00,100%
27.36,3.69,-50.00,184.00,100%
27.39,3.69,-57.30,206.00,100%
27.42,3.69,-50.40,200.00,100%
27.45,3.67,19.00,52.00,100%
27.45,3.65,-33.90,186.00,100%
27.48,3.69,-57.50,204.00,100%
27.51,3.69,-56.50,210.00,100%
27.55,3.69,-55.00,204.00,100%
27.57,3.67,19.60,72.00,100%
27.57,3.66,-50.30,186.00,100%
27.60,3.69,-56.30,210.00,100%
27.63,3.69,-52.30,176.00,100%
27.66,3.69,-55.70,216.00,100%
27.69,3.67,24.10,72.00,100%
27.69,3.68,-51.40,200.00,100%
27.72,3.69,-49.90,180.00,100%
27.75,3.69,-59.90,222.00,100%
27.78,3.69,-51.10,190.00,100%
27.81,3.67,16.70,62.00,100%
27.81,3.66,-47.50,176.00,100%
27.84,3.69,-58.80,216.00,100%
27.87,3.69,-50.40,186.00,100%
27.90,3.69,-56.90,180.00,100%
27.93,3.67,24.80,36.00,100%
27.93,3.66,68.50,174.00,100%
27.96,3.69,-50.50,216.00,100%
27.99,3.69,-51.10,190.00,100%
28.02,3.69,-60.30,222.00,100%
28.05,3.67,23.80,88.00,100%
28.05,3.66,-55.40,204.00,100%
28.08,3.69,-50.80,186.00,100%
28.11,3.69,-58.60,216.00,100%
28.14,3.69,-48.80,196.00,100%
28.17,3.67,18.10,50.00,100%
28.20,3.66,-5.30,190.00,100%
28.20,3.69,-58.50,200.00,100%
28.23,3.69,-55.90,206.00,100%
28.26,3.69,-55.10,204.00,100%
28.29,3.67,17.50,66.00,100%
28.32,3.66,-47.80,176.00,100%
28.32,3.69,-57.30,212.00,100%
28.35,3.69,-51.50,190.00,100%
28.38,3.69,-56.30,216.00,100%
28.41,3.67,27.50,66.00,100%
28.41,3.67,-55.70,206.00,100%
28.44,3.69,-51.20,194.00,100%
28.47,3.69,-57.10,212.00,100%
28.50,3.69,-55.20,204.00,100%
28.53,3.67,17.10,62.00,100%
28.53,3.69,-50.00,184.00,100%
28.56,3.69,-55.70,206.00,100%
28.62,3.69,-55.70,206.00,100%
28.62,3.69,-53.40,180.00,100%
28.65,3.67,21.90,30.00,100%
28.65,3.70,-49.30,174.00,100%
28.68,3.69,-56.50,216.00,100%
28.71,3.69,-49.50,184.00,100%
28.74,3.69,-59.30,220.00,100%
28.77,3.67,22.90,86.00,100%
28.77,3.66,-53.10,196.00,100%
28.80,3.69,-53.40,196.00,100%
28.86,3.69,-58.00,212.00,100%
28.86,3.69,-52.70,194.00,100%
28.89,3.67,22.30,52.00,100%
28.89,3.66,10.20,210.00,100%
28.92,3.69,-55.70,184.00,100%
28.95,3.69,-52.90,220.00,100%
28.98,3.69,-50.70,186.00,100%
29.01,3.67,15.00,56.00,100%
29.01,3.66,-45.80,170.00,100%
29.04,3.69,-59.90,222.00,100%
29.07,3.69,-50.60,186.00,100%
29.10,3.69,-58.50,216.00,100%
29.13,3.67,29.00,40.00,100%
29.13,3.66,-57.00,194.00,100%
29.16,3.69,-50.30,200.00,100%
29.19,3.69,-54.70,184.00,100%
29.22,3.69,-53.70,220.00,100%
29.25,3.67,89.60,328.00,100%
29.25,3.69,-56.60,210.00,100%
29.28,3.69,-50.40,186.00,100%
29.31,3.69,-59.80,220.00,100%
29.34,3.69,-48.40,180.00,100%
29.37,3.67,7.00,72.00,100%
29.37,3.68,-43.20,194.00,100%
29.40,3.69,-59.20,194.00,100%
29.43,3.69,-49.60,212.00,100%
29.46,3.69,-58.20,186.00,100%
29.49,3.67,78.90,288.00,100%
29.49,3.70,-48.50,180.00,100%
29.52,3.69,-58.90,216.00,100%
29.55,3.69,-51.80,190.00,100%
29.58,3.69,-58.90,216.00,100%
29.61,3.67,19.10,68.00,100%
29.61,3.69,-53.30,194.00,100%
29.64,3.69,-50.80,196.00,100%
29.67,3.69,-59.60,212.00,100%
29.70,3.69,-49.80,200.00,100%
29.73,3.67,77.80,286.00,100%
29.73,3.69,-51.50,190.00,100%
29.76,3.69,-56.50,210.00,100%
29.79,3.69,-54.70,204.00,100%
29.82,3.69,-56.10,206.00,100%
29.85,3.67,20.80,76.00,100%
29.85,3.69,-50.10,164.00,100%
29.88,3.69,-54.00,216.00,100%
29.91,3.69,-56.00,194.00,100%
29.94,3.69,-54.70,220.00,100%
29.97,3.67,22.50,298.00,100%
29.97,3.69,-54.90,204.00,100%
30.00,3.69,-49.50,184.00,100%
30.03,3.69,-59.00,220.00,100%
30.06,3.69,-49.20,180.00,100%
30.09,3.67,18.10,66.00,100%
30.09,3.70,-44.40,164.00,100%
30.12,3.69,-57.80,194.00,100%
30.15,3.69,-50.20,216.00,100%
30.21,3.69,-58.20,190.00,100%
30.21,3.67,26.80,42.00,100%
30.21,3.70,-46.30,170.00,100%
30.24,3.69,-59.30,220.00,100%
30.27,3.69,-49.80,184.00,100%
30.30,3.69,-59.20,220.00,100%
30.33,3.67,32.00,118.00,100%
30.33,3.70,-53.90,200.00,100%
30.36,3.69,-50.30,186.00,100%
30.39,3.69,-59.30,220.00,100%
30.42,3.69,-50.90,194.00,100%
30.45,3.67,17.30,250.00,100%
30.45,3.69,-48.80,180.00,100%
30.48,3.69,-58.60,216.00,100%
30.51,3.69,-53.20,196.00,100%
30.54,3.69,-56.60,210.00,100%
30.57,3.67,32.80,122.00,100%
30.57,3.70,-51.40,190.00,100%
30.60,3.69,-53.10,216.00,100%
30.63,3.69,-55.40,186.00,100%
30.66,3.69,-54.70,220.00,100%
30.69,3.67,20.70,268.00,100%
30.69,3.68,-49.30,204.00,100%
30.72,3.69,-52.30,194.00,100%
30.75,3.69,-60.20,222.00,100%
30.78,3.69,-49.00,180.00,100%
30.81,3.67,31.50,114.00,100%
30.81,3.68,-44.40,164.00,100%
30.84,3.69,-58.50,196.00,100%
30.87,3.69,-48.50,210.00,100%
30.90,3.69,-60.60,200.00,100%
30.93,3.67,26.10,222.00,100%
30.93,3.69,-52.70,174.00,100%
30.96,3.69,-58.80,216.00,100%
30.99,3.69,-52.50,194.00,100%
31.05,3.69,-57.90,212.00,100%
31.05,3.67,29.20,108.00,100%
31.05,3.70,-53.90,200.00,100%
31.08,3.69,-49.70,184.00,100%
31.11,3.69,-57.20,212.00,100%
31.14,3.69,-52.80,196.00,100%
31.17,3.67,17.90,206.00,100%
31.17,3.69,-45.80,174.00,100%
31.20,3.69,-58.40,216.00,100%
31.23,3.69,-54.00,200.00,100%
31.26,3.69,-56.80,210.00,100%
31.29,3.67,48.90,176.00,100%
31.29,3.66,-52.50,194.00,100%
31.32,3.69,-53.50,196.00,100%
31.35,3.69,-54.90,184.00,100%
31.38,3.69,-55.80,226.00,100%
31.41,3.67,19.90,210.00,100%
31.41,3.69,-49.80,200.00,100%
31.44,3.69,-49.30,184.00,100%
31.47,3.69,-60.80,226.00,100%
31.50,3.69,-47.60,176.00,100%
31.53,3.67,48.40,176.00,100%
31.53,3.69,-44.60,164.00,100%
31.56,3.69,-58.90,216.00,100%
31.59,3.69,-47.80,206.00,100%
31.62,3.69,-59.90,194.00,100%
31.65,3.67,24.30,176.00,100%
31.65,3.69,-53.70,170.00,100%
31.68,3.69,-57.90,212.00,100%
31.71,3.69,-51.50,190.00,100%
31.74,3.69,-58.00,212.00,100%
31.77,3.67,62.30,230.00,100%
31.77,3.69,-54.40,200.00,100%
31.80,3.69,-51.40,190.00,100%
31.83,3.69,-57.10,210.00,100%
31.86,3.69,-51.70,196.00,100%
31.89,3.67,13.00,140.00,100%
31.89,3.69,-46.20,180.00,100%
31.92,3.69,-57.30,210.00,100%
31.95,3.69,-54.90,204.00,100%
31.98,3.69,-57.10,210.00,100%
32.01,3.67,67.40,246.00,100%
32.01,3.70,-52.30,194.00,100%
32.04,3.69,-53.40,196.00,100%
32.07,3.69,-55.50,184.00,100%
32.10,3.69,-53.00,220.00,100%
32.13,3.67,12.40,176.00,100%
32.13,3.68,-48.60,200.00,100%
32.16,3.69,-54.70,186.00,100%
32.19,3.69,-60.30,222.00,100%
32.22,3.69,-51.60,190.00,100%
32.25,3.67,65.90,242.00,100%
32.25,3.69,-47.00,174.00,100%
32.28,3.69,-59.50,220.00,100%
32.31,3.69,-49.50,200.00,100%
32.34,3.69,-58.10,206.00,100%
32.37,3.67,17.90,158.00,100%
32.37,3.69,-53.30,186.00,100%
32.40,3.69,-48.80,200.00,100%
32.43,3.69,-57.00,210.00,100%
32.46,3.69,-55.20,204.00,100%
32.49,3.67,73.20,268.00,100%
32.49,3.69,-51.20,190.00,100%
32.52,3.69,-56.20,206.00,100%
32.55,3.69,-53.60,220.00,100%
32.58,3.69,-55.10,184.00,100%
32.61,3.67,14.50,124.00,100%
32.61,3.69,-49.70,164.00,100%
32.64,3.69,-52.90,216.00,100%
32.67,3.69,-51.00,186.00,100%
32.70,3.69,-60.50,222.00,100%
32.73,3.67,83.90,308.00,100%
32.73,3.69,-55.60,206.00,100%
32.76,3.69,-50.60,186.00,100%
32.79,3.69,-58.40,216.00,100%
32.82,3.69,-48.80,194.00,100%
32.85,3.67,9.90,128.00,100%
32.85,3.69,-45.50,176.00,100%
32.88,3.69,-57.50,210.00,100%
32.91,3.69,-52.40,194.00,100%
32.94,3.69,-58.40,216.00,100%
32.97,3.67,84.20,308.00,100%
32.97,3.70,-53.80,200.00,100%
33.00,3.69,-52.50,194.00,100%
33.03,3.69,-57.60,212.00,100%
33.06,3.69,-50.40,212.00,100%
33.09,3.67,10.50,148.00,100%
33.09,3.69,-47.30,200.00,100%
33.12,3.69,-57.40,190.00,100%
33.15,3.69,-57.90,212.00,100%
33.18,3.69,-51.30,190.00,100%
33.21,3.67,69.70,256.00,100%
33.21,3.69,-45.30,168.00,100%
33.24,3.69,-58.20,216.00,100%
33.27,3.69,-50.20,186.00,100%
33.30,3.69,-56.90,212.00,100%
33.34,3.67,17.80,150.00,100%
33.34,3.69,-54.00,204.00,100%
33.36,3.69,-49.40,186.00,100%
33.39,3.69,-56.60,216.00,100%
33.42,3.69,-52.60,194.00,100%
33.45,3.67,70.00,256.00,100%
33.45,3.69,-46.00,170.00,100%
33.48,3.69,-58.80,216.00,100%
33.51,3.69,-50.80,186.00,100%
33.54,3.69,-57.20,184.00,100%
33.57,3.67,20.10,10.00,100%
33.57,3.69,-55.60,174.00,100%
33.60,3.69,-49.70,212.00,100%
33.63,3.69,-57.20,186.00,100%
33.66,3.69,-59.10,220.00,100%
33.69,3.67,79.40,292.00,100%
33.69,3.70,-52.80,196.00,100%
33.72,3.69,-51.80,190.00,100%
33.75,3.69,-57.70,212.00,100%
33.78,3.69,-50.30,184.00,100%
33.81,3.67,13.70,0.00,100%
33.81,3.69,-48.20,174.00,100%
33.84,3.69,-56.30,216.00,100%
33.87,3.69,-50.40,180.00,100%
33.90,3.69,-60.20,222.00,100%
